-10002021,"해당 품목 정보가 존재하지 않거나, 회원의 품목이 아닙니다."
-10002022,거래처명의 최대길이는 200자를 넘을 수 없습니다.
-10002023,거래처 대표자명의 최대길이는 100자를 넘을 수 없습니다.
-10002024,거래처 종목의 길이는 100자를 넘을 수 없습니다.
-10002025,거래처 업태의 길이는 100자를 넘을 수 없습니다. 
-10002026,거래처 담당자명의 최대길이는 100자를 넘을 수 없습니다.
-10002027,거래처 담당자 직책의 최대길이는 20자를 넘을 수 없습니다.
-10002030,문자메시지 구성에 실패하였습니다.
-10003000,과금 세션이 준비되지 않았습니다.
-10004000,발행에 필요한 공인인증서가 등록되어 있지 않습니다.
-10004001,공인인증서 로딩에 실패하였습니다.
-10004002,등록된 공인인증서의 해쉬 알고리즘을 확인할 수 없습니다.
-10004003,만료된 공인인증서입니다.
-10004004,아직 유효하지 않은 공인인증서입니다.
-10004005,유효하지 않은 공인인증서입니다.
-10005001,사용이 중지된 관리자입니다.
-10005002,결제처리 결과가 존재하지 않습니다.
-10005003,결제코드 정보가 존재하지 않습니다.
-10005004,결제 회원정보가 존재하지 않습니다.
-10005005,결제 담당자 정보가 존재하지 않습니다.
-10005006,조회된 결제내역이 없습니다.
-10005007,파트너결제 회원이 아닙니다.
　,　
-10006001,신규 비밀번호가 입력되지 않았습니다.
-10006002,"비밀번호 길이는 최소 6자 이상, 최대 20자 이하 입니다."
-10006003,"비밀번호는 최소 1개 이상의 영문, 숫자, 특수기호가 조합되어야 합니다."
-10006004,관리자만 사용 가능합니다.
-10006005,관리자 정보가 존재하지 않습니다.
-10006006,담당자 정보가 존재하지 않습니다.
-10006007,티켓 발급 권한이 없습니다.
-10006008,티켓 암호화를 실패하였습니다.
-10006009,상담내역이 존재하지 않습니다.
-10006010,게시판 종류 정보가 존재하지 않습니다.
-10006011,해당 게시글의 작성자가 아닙니다.
-10006012,해당 게시글 수정 권한이 없습니다.
-10006013,해당 게시글 삭제 권한이 없습니다.
-10006014,수정할 세금계산서 설정정보가 입력되지 않았습니다.
-10006015,변경할 SMS 템플릿 설정이 입력되지 않았습니다.
-10006016,명세서 종류가 입력되지 않았습니다.
-10006017,양식이름이 입력되지 않았습니다.
-10006018,첫페이지 상세 갯수가 입력되지 않았습니다.
-10006019,뒷페이지 상세 갯수가 입력되지 않았습니다.
-10006020,해당 링크허브파트너 정보가 없습니다.
-10006021,수정할 파트너 설정정보가 입력되지 않았습니다.
-10006022,등록할 맞춤양식 정보가 입력되지 않았습니다.
-10006023,해당 맞춤양식 정보가 존재하지 않습니다.
-10006024,수정할 맞춤양식 정보가 입력되지 않았습니다.
-10006025,유효한 발신번호 상태가 아닙니다.
-10006026,해당 발신번호는 등록되어 있지 않습니다.
-10006027,발신번호가 입력되지 않았습니다.
-10006028,이미 등록되어 있는 발신번호 입니다.
-10006029,등록 가능한 발신번호가 모두 등록되었습니다.
-10006030,수정할 전자명세서 설정정보가 입력되지 않았습니다.
-10007001,Invalid PDF Document
-10007002,PDF 생성기 초기화에 실패하였습니다.
-10007003,PDF 생성을 위한 URL확인에 실패하였습니다.
-10007004,PDf 생성에 실패하였습니다.
-10010001,파트너 아이디가 입력되지 않았습니다.
-10010002,사용자아이디가 입력되지 않았습니다.
-10010003,Fail to read uploaded file.
-10010004,Fail to issue Ticket.
-10010005,회원가입정보 파싱실패. [Malformed JSON]
-10010006,사업자번호(권한정보)가 입력되지 않았습니다.
-10010007,회원가입정보가 입력되지 않았습니다.
-10010008,회사 정보 파싱실패[Malformed JSON]
-10010009,담당자 추가 정보 파싱실패[Malformed Json]
-10010010,당당자 수정 정보 파싱실패[Malformed Json]
-10010011,검색일자 유형이 입력되지 않았습니다.
-10010012,검색일자 유형이 올바르게 입력되지 않았습니다.
-10010013,검색일자 형식이 올바르지 않습니다.
-10010014,APIKey가 입력되지 않았습니다.
-10010015,ItemCode가 입력되지 않았습니다.
-10010016,회원사업자번호가 입력되지 않았습니다.
-10011001,극동시스템 회원이 아닙니다.
-10011002,해당 회원코드의 극동시스템 회원이 존재하지 않습니다.
-10011003,해당 연결 문자열이 존재하지 않습니다.
-10011004,수정할 연결설정이 존재하지 않습니다.
-10011005,삭제할 연결설정이 존재하지 않습니다.
-10011006,변경할 연결설정이 존재하지 않습니다.
-10011007,회원코드가 입력되지 않았습니다.
-10011008,ConnID가 입력되지 않았습니다.
　,　
-10012001,링크아이디 미입력
-10012002,파트너코드 미입력
-10012003,전환 사업자번호 미입력
-10012004,이미 등록되어 있는 파트너 이관정보입니다.
-10012005,해당 이관결과 정보가 존재하지 않습니다.
-10012006,해당 파트너의 이관 준비가 완료되지 않았습니다.
-10012007,해당 회원은 이관 대상이 아닙니다.
-10012008,해당 사업자의 이관내역이 없습니다.
-10012009,이관 결과상태를 변경 할 수 없습니다.
-10012010,등록할 파트너의 링크아이디가 입력되지 않았습니다.
-10013001,메시지 템플릿 정보가 입력되지 않았습니다.
-10013002,"해당 메시지 템플릿이 존재하지 않거나, 회원의 템플릿이 아닙니다."
-10014001,주소그룹 코드가 입력되지 않았습니다.
-10014002,주소그룹이 존재하지 않습니다.
-10014003,주소그룹 정보가 입력되지 않았습니다.
-10014004,그룹코드가 입력되지 않았습니다.
-10014005,수정할 그룹명이 입력되지 않았습니다.
-10014006,삭제할 주소그룹 정보가 입력되지 않았습니다.
-10014007,주소정보가 존재하지 않습니다.
-10014008,주소정보가 입력되지 않았습니다.
-10014009,주소코드가 입력되지 않았습니다.
-10014010,삭제할 주소정보가 입력되지 않았습니다.
