-11001063," If buyer type is the foreigner, '999999-9999999' should be entered as a registration number."
-11001064,Item's name should be below 100 letters.
-11001066,Seller's business type should be below 100 letters.
-11001067,Seller's business item should be below 100 letters.
-11001068,Buyer's business type should be below 100 letters.
-11001069,Buyer's business item should be below 100 letters.
-11001072," In case of zero-rate or exempt e-Tax invoice/e-invoice, tax amount should be none or '0'."
-11001073,The tax amount of invoice is same with the sum of items'.
-11001074,The person in charge can be added until 10 people.
-11001075,Name of the person in charge is not entered.
-11001076,Email address of the person in charge is not entered.
-11001077," In case of zero-rate or exempt e-Tax invoice/e-invoice, items' tax amount should be none or '0'."
-11001079,Information of the original e-Tax invoice is not entered in the revised invoice.
-11001080,A revised invoice of exempted should be prepared with the exempted.
-11001081,A revised invoice of taxable/zero-rate should be prepared with the taxable/zero-rate.
-11001082,Seller's company name should be below 200 letters.
-11001083,Representative name of seller company should be below 100 letters.
-11001084,Seller's address should be below 300 letters.
-11001085,Seller's contact should be below 20 digits.
-11001086,Seller's e-mail address should be below 100 letters.
-11001087,Seller's memo should be below 200 letters.
-11001088,Buyer's company name should be below 200 letters.
-11001089,Representative name of buyer's company should be below 100 letters.
-11001090,Buyer's address should be below 300 letters.
-11001091,Buyer's contact should be below 20 digits.
-11001092,Buyer's email address should be below 100 letters.
-11001093,Buyer's memo should be below 200 letters.
,
-11001100,Remark1 should be below 150 letters.
-11001101,Remark2 should be below 150 letters.
-11001102,Remark3 should be below 150 letters.
-11001103," Date of preparation is incorrect. ' The date is a day before 1978, as the first year of Korea VAT LAW enforcement."
-11001104,Entered seller's business registration number is not same with the original's
-11001105,Item's serial numbers are duplicated.
-11001106,Serial number of the person in charge is not entered or it is out of range.
-11001107,Serial numbers of the person in charge are duplicated.
-11001108,Buyer's resident registration number is incorrect. ' Length error: it must be 13 digits.
-11001109,Seller's department name should be below 100 letters.
-11001110,Buyer's department name should be below 100 letters.
-10001112,Item's specification should be below 60 letters.
,
-11002001,You are not an user who creates this e-Tax invoice/e-Invoice.
-11002005,It is not a deletable status.
-11002009,To issue e-Tax invoice/e-invoice with future date of preparation is not available.
-11002010,A revised invoice of post opening of local letter of credit can not be issued after the 20th of the next month as from the date of preparation.
-11002012,Only the seller can issue it.
-11002013,It's not a status to issue.
-11002014,This e-Tax invoice is not available to be issued because it's an overdue.
-11002015,Penalty tax will be charged to this e-Tax invoice because it's an overdue.
-11002021,Only the seller can cancel the issuance of e-Tax invoice.
-11002022,It's not available to cancel.
-11002029,To modify an e-Tax invoice automatically registered is not available.
-11002030,It's not available to cancel the issuance.
-11002032,Only the buyer can check issued e-Tax invoice/e-Invoice.
-11002033,It's not available to check.
-11002034,It has been checked by buyer.
-11002035,An e-Tax invoice/e-Invoice registered by API can not be modified.
-11002036,To delete an e-Tax invoice is restricted by the partner.
-11002037," The user with the authority to check e-Tax invoice/e-Invoice he/she registered only, can delete the invoice registered by him/her."
-11002038,Issuance cancellation is only available to (general) e-Tax invoice.
-11002044,The e-Tax invoice/e-invoice registered by external XML can not be modified.
-11002045,Paper invoice can not be modified.
-11002046,We don't support the handling of e-Tax invoice registered by external XML.
-11002047,We don't support the handling of paper invoice.
-11002048,Deletion of e-invoice registered from external is only available by the company registered that e-invoice.
-11002050,This e-Tax invoice registered by API is not available to issue by the current user.
-11002051,This e-Tax invoice have been issued.
,
-11003000,TaxinvoiceSigner is null
-11003001,JSON PARSING ERROR
-11003002,Hash value checking error occurred during issuance.
-11003003,E-signature creation error occurred during issuance.
-11003004,Failed to validate an e-Signature.
-11003005,Failed to validate a registered certification.
-11003006,Not signed successfully.
-11003007,XML Validation ? Failed to validate a XML schema
-11003008,XML Validation ? Failed to extract a certificate
-11003009,XML Validation - It's not signed by the issuer's certificate.
-11003010,XML Validation ? Failed to validate a VID.
-11003011,XML Validation ? An error related to e-Signature occurred.
-11003012,XML Validation - An unidentified hash algorithm error occurred.
-11003013,XML Validation - Hash value mismatch error occurred.
-11003014,XML Validation - E-signature validation error occurred.
-11003015,Failed to validate a XML signature.
-11003016,XML Canonicalization Fail.
-11003017,UNKNOWN HASH ALGORITHM.
-11003018,There is no signed XML document.
,
-11004001,This e-Tax invoice/e-invoice is not available to be filed to NTS.
-11004002,It's not a status to be filed to NTS.
-11004003,Only the user who issued can file the e-Tax invoice/e-lnvoice to NTS.
-11004004,There is no signed XML document to be filed to NTS.
-11004005,This e-Tax invoice/e-invoice is filing to NTS now or have been filed already.
-11004006,An error occurred in process of status change.
-11004007,NOPUBLICKEY IN DB
-11004008,NO SUBMITID REGISTERED
,
-11005001,Failed to save the fax file.
-11005002,To resend the notification mail is not available now or the email address of recipient is not entered.
-11005006,An error occurred in handling of statement registered automatically.
-11005009,Caller ID is not entered.
-11005010,Recipient number is not entered.
-11005011,Text's content is not entered.
-11005012,Caller ID is not entered.
-11005013,Recipient number is not entered.
-11005014,To resend a text is not available in current status.
-11005015,To resend a fax is not available in current status.
-10005017,Invoice ID to be assigned is not entered.
-10005018,Seller invoice ID has been assigned.
-10005019,Buyer invoice ID has been assigned.
,
-11006001,Invalid XPath Expression
-11006002,Seller's business registration number doesn't exist in external XML.
-11006003,Buyer's business registration number doesn't exist in external XML.
-11006005,Seller's information of external XML to be registered is not matched with the user.
-11006006,Entered invoice ID has been in use.
-11006007,External XML data to be verified is not entered.
-11006008,Schema of external XML is incorrect.
-11006009,Failed to validate an e-Signature of external XML.
-11006010,Format of external XML is incorrect.
-11006011,Buyer's business registration number is not confirmed in external XML file.
-11006012,No Member By that CorpNum
-11006013,There is no NTS confirm number in external XML.
-11006014,An e-Tax invoice/e-Invoice issued by POPBiLL cannot be registered as an external XML file.
-11006015,The NTS confirm number have been registered.
,
-11010001,No input body.
-11010002,The data of e-Tax invoice is not entered.
-11010003,An error occurred in process of mapping of e-Tax invoice data.
-11010004,An error occurred in process of mapping of revised e-Tax invoice data.
-11010005,It is a not supported URL path request.
-11010006,Message body to be requested resending is incorrect.
-11010008,It's an incorrect type for invoice ID.
-11010009,A date type for search scope is not entered.
-11010010,Entered date type for search scope is incorrect.
-11010011,A data format for search scope is incorrect.
-11010012,Type code of the statement to be attached is not entered.
-11010013,Statement ID of the statement to be attached is not entered.
-11010014,Type code of the statement to be detached is not entered.
-11010015,Statement ID of the statement to be detached is not entered.
-11010018,To download in PDF form is not available in current status.
